id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2638,14.0,230.1069444,0.0,0.0,52.0,2059.109203,0.003747073,0.008451124,7.610431147999999,0.0,May,2,2,1,13,Returning_Visitor,False,False
2639,0.0,0.0,0.0,0.0,3.0,11.0,0.033333333,0.166666667,0.0,0.6,May,2,4,1,6,Returning_Visitor,False,False
2640,2.0,95.0,0.0,0.0,10.0,203.41666669999998,0.0,0.016666667,0.0,0.0,May,2,2,3,2,Returning_Visitor,True,False
2641,0.0,0.0,0.0,0.0,4.0,60.0,0.05,0.075,0.0,1.0,May,1,1,1,17,Returning_Visitor,True,False
2642,0.0,0.0,0.0,0.0,7.0,65.0,0.11428571400000001,0.15,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
2643,0.0,0.0,0.0,0.0,21.0,197.33333330000002,0.00952381,0.041269841,0.0,0.8,May,2,10,7,4,Returning_Visitor,False,False
2644,2.0,30.0,0.0,0.0,24.0,300.6666667,0.008333333,0.025,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
2645,1.0,7.0,0.0,0.0,28.0,471.0,0.02962963,0.066666667,0.0,1.0,May,2,2,7,3,Returning_Visitor,True,False
2646,4.0,118.45454550000001,0.0,0.0,112.0,7968.903361,0.003093259,0.036793698,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
2647,0.0,0.0,0.0,0.0,8.0,105.0,0.0,0.0125,0.0,0.0,May,4,1,1,3,Returning_Visitor,False,False
2648,0.0,0.0,0.0,0.0,26.0,2607.5,0.024,0.050933333,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False
2649,10.0,156.83333330000002,2.0,14.0,51.0,865.6722222000001,0.0074074069999999995,0.019191918999999998,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
2650,0.0,0.0,0.0,0.0,42.0,1076.977778,0.01097561,0.029430894,0.0,0.6,May,2,2,7,1,Returning_Visitor,False,False
2651,10.0,290.3333333,0.0,0.0,60.0,2818.0944440000003,0.016666667,0.018387096999999998,2.050814516,0.0,May,1,1,6,2,Returning_Visitor,False,False
2652,0.0,0.0,0.0,0.0,5.0,234.9666667,0.0,0.033333333,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
2653,1.0,113.0,0.0,0.0,13.0,935.0,0.0,0.027272727000000004,0.0,0.6,May,1,1,1,2,New_Visitor,False,False
2654,2.0,45.0,0.0,0.0,22.0,1662.733333,0.0,0.03015873,5.997142857,1.0,May,2,2,4,13,Returning_Visitor,True,False
2655,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,May,3,2,1,2,Returning_Visitor,False,False
2656,2.0,199.0,0.0,0.0,10.0,155.0,0.0,0.045454545,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
2657,0.0,0.0,0.0,0.0,13.0,436.6,0.002564103,0.08269230799999999,0.0,0.6,May,1,6,1,4,Returning_Visitor,False,False
2658,0.0,0.0,0.0,0.0,6.0,80.0,0.1,0.133333333,0.0,1.0,May,1,1,1,3,Returning_Visitor,True,False
2659,2.0,26.5,0.0,0.0,47.0,716.625,0.0,0.009574468000000001,0.0,0.0,May,2,4,6,5,New_Visitor,False,False
2660,2.0,77.0,0.0,0.0,32.0,1223.416667,0.0,0.010784314,215.00941180000004,0.0,May,3,2,4,2,Returning_Visitor,False,True
2661,2.0,161.0,0.0,0.0,28.0,1286.75,0.0,0.007692308,0.0,0.0,May,1,2,6,4,Returning_Visitor,True,False
2662,0.0,0.0,0.0,0.0,2.0,83.0,0.0,0.05,0.0,0.6,May,1,2,2,4,New_Visitor,False,False
2663,0.0,0.0,0.0,0.0,35.0,897.6666667000002,0.011764706000000002,0.017016807,5.220705882,0.0,May,3,2,2,3,Returning_Visitor,False,True
2664,8.0,535.75,2.0,12.0,22.0,2178.6722219999997,0.01382716,0.032020784,15.0047619,0.0,May,1,2,2,13,Returning_Visitor,False,False
2665,5.0,88.0,0.0,0.0,34.0,3195.828571,0.002564103,0.015897436,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
2666,0.0,0.0,0.0,0.0,5.0,116.5,0.0,0.05,0.0,0.0,May,4,2,1,5,New_Visitor,False,False
2667,5.0,72.425,2.0,72.0,33.0,1143.657143,0.0,0.015888889,4.230212245,0.0,May,2,2,2,1,Returning_Visitor,True,False
2668,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.1,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
2669,6.0,96.0,4.0,141.16666669999998,50.0,2871.262932,0.0018518520000000002,0.008161036,11.80233651,0.0,May,1,1,1,2,Returning_Visitor,False,False
2670,0.0,0.0,0.0,0.0,25.0,417.96666669999996,0.0,0.019230768999999998,4.7095,1.0,May,2,2,9,2,Returning_Visitor,True,True
2671,0.0,0.0,0.0,0.0,3.0,129.0,0.0,0.1,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False
2672,2.0,65.0,0.0,0.0,13.0,1248.0,0.0,0.020512821,0.0,0.0,May,1,2,8,6,Returning_Visitor,False,False
2673,1.0,0.0,0.0,0.0,9.0,837.6666667000001,0.0,0.022222222000000003,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
2674,2.0,97.0,0.0,0.0,23.0,418.2333333,0.0,0.008,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
2675,0.0,0.0,0.0,0.0,8.0,370.0,0.0,0.025,0.0,0.0,May,2,2,3,14,Returning_Visitor,True,False
2676,5.0,52.0,0.0,0.0,21.0,743.9166667000001,0.004,0.016,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
2677,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
2678,0.0,0.0,1.0,113.0,27.0,3178.583333,0.025,0.04047619,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
2679,1.0,5.0,0.0,0.0,17.0,463.66666669999995,0.0,0.024444444,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
2680,0.0,0.0,0.0,0.0,23.0,178.6,0.086956522,0.09275362300000001,0.0,0.6,May,3,2,2,3,Returning_Visitor,False,False
2681,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,6,2,3,5,Returning_Visitor,False,False
2682,0.0,0.0,0.0,0.0,8.0,24.0,0.15,0.175,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
2683,0.0,0.0,0.0,0.0,12.0,689.75,0.0,0.083333333,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False
2684,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,3,2,3,18,Returning_Visitor,True,False
2685,0.0,0.0,0.0,0.0,39.0,963.1666667000002,0.005405405,0.028828829,9.922972973,0.6,May,2,6,2,3,Returning_Visitor,False,False
2686,0.0,0.0,0.0,0.0,6.0,387.0,0.133333333,0.166666667,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
2687,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3,2,3,6,Returning_Visitor,False,False
2688,3.0,91.83333333,0.0,0.0,11.0,534.0,0.015384615,0.015384615,44.29661538,0.0,May,1,1,1,2,New_Visitor,False,True
2689,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3,2,4,2,Returning_Visitor,True,False
2690,0.0,0.0,0.0,0.0,26.0,338.2333333,0.024871795,0.078269231,0.0,0.0,May,2,2,2,2,Returning_Visitor,True,False
2691,0.0,0.0,0.0,0.0,20.0,255.75,0.0,0.028421052999999998,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
2692,0.0,0.0,0.0,0.0,9.0,228.5,0.022222222000000003,0.04444444400000001,0.0,0.2,May,3,2,3,3,Returning_Visitor,False,False
2693,6.0,450.4,0.0,0.0,6.0,72.9,0.0,0.028571429,0.0,0.0,May,2,2,9,5,New_Visitor,False,False
2694,1.0,22.0,0.0,0.0,26.0,982.8333332999998,0.0,0.008,0.0,0.0,May,2,2,1,1,New_Visitor,True,False
2695,0.0,0.0,0.0,0.0,22.0,473.5,0.0,0.022727273,0.0,0.6,May,3,7,3,3,Returning_Visitor,False,False
2696,2.0,26.0,0.0,0.0,4.0,636.0,0.0,0.025,0.0,0.2,May,3,2,1,19,Returning_Visitor,False,False
2697,2.0,14.0,0.0,0.0,58.0,1806.5041670000003,0.013793103000000001,0.026819923,0.0,0.8,May,2,2,2,6,Returning_Visitor,False,False
2698,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.033333333,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
2699,0.0,0.0,0.0,0.0,40.0,1111.245175,0.01475,0.020429088999999998,0.0,0.0,May,3,2,1,2,Returning_Visitor,False,False
2700,0.0,0.0,0.0,0.0,11.0,1055.5,0.018181818,0.042424242,0.0,0.0,May,2,2,8,18,Returning_Visitor,False,False
2701,0.0,0.0,0.0,0.0,7.0,59.0,0.0,0.028571429,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
2702,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.1,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
2703,0.0,0.0,0.0,0.0,5.0,25.0,0.12,0.16,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
2704,10.0,166.93181819999998,2.0,246.0,51.0,2697.487879,0.004310345,0.017471264,3.0989999999999998,0.6,May,2,2,2,19,Returning_Visitor,False,False
2705,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,5,3,New_Visitor,False,False
2706,0.0,0.0,0.0,0.0,3.0,115.0,0.0,0.066666667,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
2707,0.0,0.0,0.0,0.0,15.0,272.3333333,0.013333333000000001,0.02,0.0,1.0,May,1,1,1,3,Returning_Visitor,True,False
2708,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,4,9,3,Returning_Visitor,False,False
2709,1.0,69.5,0.0,0.0,16.0,895.8095238,0.0,0.0044444440000000005,32.14213333,0.6,May,3,2,2,6,Returning_Visitor,False,True
2710,0.0,0.0,0.0,0.0,16.0,200.0,0.034375,0.072115385,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
2711,10.0,198.4,2.0,114.0,26.0,607.9777778,0.0,0.016666667,4.9872375,0.0,May,2,2,1,2,Returning_Visitor,False,False
2712,4.0,135.66666669999998,0.0,0.0,28.0,615.8166667,0.0074074069999999995,0.016049383,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
2713,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False
2714,0.0,0.0,0.0,0.0,6.0,1133.666667,0.028205128,0.038562092,0.0,0.2,May,3,2,1,1,Returning_Visitor,False,False
2715,0.0,0.0,0.0,0.0,5.0,131.5,0.04,0.093333333,0.0,0.6,May,1,1,1,1,Returning_Visitor,False,False
2716,0.0,0.0,0.0,0.0,30.0,2759.833333,0.025,0.064880952,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
2717,0.0,0.0,0.0,0.0,42.0,1433.083333,0.005,0.02575,0.0,0.4,May,2,2,1,11,Returning_Visitor,False,False
2718,5.0,95.325,0.0,0.0,15.0,743.6666667000001,0.01,0.03,19.4281,0.0,May,2,2,1,2,Returning_Visitor,False,True
2719,0.0,0.0,0.0,0.0,16.0,680.75,0.0,0.014285714,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
2720,0.0,0.0,0.0,0.0,11.0,118.66666670000001,0.027272727000000004,0.06969697,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
2721,1.0,16.0,0.0,0.0,7.0,136.0,0.0,0.00952381,0.0,0.0,May,2,10,3,2,Returning_Visitor,False,False
2722,1.0,0.0,0.0,0.0,19.0,2236.9,0.0,0.027777778,19.59533333,0.0,May,4,1,2,4,Returning_Visitor,True,True
2723,0.0,0.0,0.0,0.0,29.0,2841.0,0.0,0.024137931,0.0,0.8,May,2,2,7,4,Returning_Visitor,False,False
2724,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.1,0.0,0.0,May,2,6,7,3,Returning_Visitor,False,False
2725,6.0,40.16666667,0.0,0.0,41.0,895.8333332999998,0.057142857000000005,0.073412698,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
2726,10.0,299.60317460000005,2.0,166.0,86.0,2559.541228,0.008333333,0.008587569,2.087782738,0.0,May,3,2,7,5,Returning_Visitor,False,False
2727,4.0,454.0,3.0,584.0,25.0,1161.767949,0.018070818,0.043950617000000004,3.9191269839999996,0.0,May,1,1,7,2,Returning_Visitor,True,False
2728,0.0,0.0,0.0,0.0,17.0,252.0,0.023529412000000003,0.052941176,0.0,0.8,May,2,7,9,11,Returning_Visitor,False,False
2729,5.0,54.0,0.0,0.0,4.0,13.0,0.028571429,0.057142857000000005,0.0,0.8,May,2,2,3,4,New_Visitor,False,False
2730,1.0,21.0,0.0,0.0,11.0,385.0,0.0,0.02,0.0,0.6,May,2,2,3,2,Returning_Visitor,False,False
2731,0.0,0.0,0.0,0.0,29.0,582.0,0.006896551999999999,0.020689655,0.0,0.0,May,2,2,5,4,Returning_Visitor,False,False
2732,8.0,103.5,0.0,0.0,64.0,1550.2111109999998,0.0,0.016086957,7.868950242,0.0,May,2,2,2,14,Returning_Visitor,True,False
2733,3.0,45.5,0.0,0.0,43.0,1738.25,0.006349206,0.03537415,0.0,0.0,May,2,5,7,3,Returning_Visitor,False,False
2734,2.0,114.0,0.0,0.0,17.0,176.66666669999998,0.078947368,0.093859649,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
2735,0.0,0.0,0.0,0.0,2.0,3.0,0.1,0.15,0.0,0.8,May,2,2,4,2,Returning_Visitor,False,False
2736,10.0,150.0,0.0,0.0,24.0,304.5230769,0.0,0.007993196999999999,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,False
2737,0.0,0.0,0.0,0.0,9.0,268.5,0.055555556,0.1,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
2738,2.0,11.0,0.0,0.0,14.0,101.25,0.0,0.014285714,0.0,0.8,May,2,2,3,2,Returning_Visitor,False,False
2739,8.0,245.33333330000002,4.0,168.5,14.0,361.5,0.009090909,0.009090909,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
2740,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
2741,3.0,42.0,0.0,0.0,41.0,492.6833333000001,0.0,0.003571429,0.0,0.0,May,3,2,1,2,Returning_Visitor,True,False
2742,6.0,61.66666667,0.0,0.0,18.0,397.6666667,0.0,0.011904762,12.55885714,0.0,May,2,2,1,4,Returning_Visitor,False,True
2743,0.0,0.0,0.0,0.0,5.0,73.0,0.04,0.08,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
2744,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,11,Returning_Visitor,True,False
2745,0.0,0.0,0.0,0.0,67.0,4290.833333,0.0,0.01840796,0.0,0.8,May,2,2,6,4,Returning_Visitor,False,False
2746,1.0,114.0,1.0,173.0,36.0,2542.333333,0.042592593,0.059814815,33.44055556,0.0,May,2,2,7,1,Returning_Visitor,True,False
2747,8.0,79.16666667,2.0,45.0,62.0,3657.101515,0.0009523810000000001,0.020897436000000002,9.027320816,0.0,May,2,7,4,4,Returning_Visitor,False,True
2748,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.04,0.0,0.0,May,2,2,5,4,Returning_Visitor,False,False
2749,0.0,0.0,0.0,0.0,18.0,920.0,0.12222222199999999,0.144444444,0.0,1.0,May,3,2,7,4,Returning_Visitor,True,False
2750,3.0,275.0,2.0,97.0,34.0,670.422619,0.010810811000000002,0.029597243999999998,0.0,0.0,May,3,2,4,2,Returning_Visitor,False,False
2751,3.0,38.0,0.0,0.0,83.0,2101.466667,0.0,0.001190476,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
2752,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,2,3,New_Visitor,False,False
2753,5.0,138.5,0.0,0.0,11.0,578.3333332999999,0.05,0.072916667,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
2754,,,,,,,,,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
2755,0.0,0.0,0.0,0.0,7.0,82.0,0.0,0.057142857000000005,0.0,0.0,May,4,1,1,3,Returning_Visitor,False,False
2756,4.0,61.0,0.0,0.0,16.0,502.5,0.0,0.00952381,71.944,0.0,May,4,1,2,3,Returning_Visitor,True,True
2757,0.0,0.0,0.0,0.0,5.0,465.5,0.12,0.16,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
2758,12.0,155.6,6.0,282.0,52.0,1283.052597,0.024747475,0.039201413,12.07468889,0.0,May,1,1,3,2,Returning_Visitor,False,False
2759,0.0,0.0,0.0,0.0,23.0,226.2564103,0.008695652,0.010434783000000001,0.0,0.6,May,4,2,1,3,Returning_Visitor,False,False
2760,10.0,259.1666667,0.0,0.0,46.0,1535.2420630000001,0.021938776,0.031768707,9.001857142999999,0.4,May,1,1,3,4,Returning_Visitor,False,False
2761,3.0,6.0,0.0,0.0,24.0,762.3333332999999,0.030769231,0.058974359000000004,0.0,0.2,May,2,2,1,3,Returning_Visitor,False,False
2762,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,False
2763,0.0,0.0,0.0,0.0,16.0,177.5,0.025,0.0875,0.0,0.6,May,4,2,1,6,Returning_Visitor,False,False
2764,0.0,0.0,0.0,0.0,7.0,80.0,0.028571429,0.057142857000000005,0.0,0.0,May,2,2,4,3,Returning_Visitor,True,False
2765,0.0,0.0,0.0,0.0,34.0,1266.333333,0.005882353000000001,0.026470588,0.0,0.4,May,2,2,3,4,Returning_Visitor,False,False
2766,6.0,86.5,1.0,2.0,39.0,1050.708333,0.021162791,0.018042396000000002,13.40298256,0.0,May,3,2,6,3,Returning_Visitor,False,True
2767,9.0,299.0833333,1.0,0.0,14.0,212.83333330000002,0.010526316,0.033684211,0.0,0.0,May,3,2,1,11,Returning_Visitor,True,False
2768,0.0,0.0,0.0,0.0,35.0,1386.716667,0.02,0.039269841,14.96432,0.0,May,1,8,4,20,Returning_Visitor,True,True
2769,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,May,4,1,2,3,Returning_Visitor,True,False
2770,0.0,0.0,0.0,0.0,27.0,2514.25,0.0,0.006666666999999999,31.407840000000004,0.0,May,2,2,3,5,New_Visitor,False,True
2771,0.0,0.0,0.0,0.0,8.0,125.0,0.0,0.025,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False
2772,2.0,166.0,2.0,55.0,10.0,1968.25,0.014285714,0.021428571,0.0,0.0,May,1,1,1,6,New_Visitor,True,False
2773,0.0,0.0,0.0,0.0,9.0,300.0,0.011111111000000002,0.033333333,0.0,0.8,May,2,4,1,3,Returning_Visitor,False,False
2774,1.0,11.0,2.0,42.0,37.0,1517.75,0.019512195,0.041869919,0.0,1.0,May,2,2,1,6,Returning_Visitor,True,False
2775,0.0,0.0,0.0,0.0,26.0,1056.666667,0.016571429,0.030933332999999997,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
2776,5.0,103.0,0.0,0.0,16.0,399.0,0.021052632,0.056140351,0.0,0.0,May,2,5,1,19,Returning_Visitor,False,False
2777,11.0,376.5,4.0,63.0,104.0,2743.8191890000003,0.0,0.007753623,7.345321739,0.0,May,1,1,2,20,Returning_Visitor,False,False
2778,0.0,0.0,1.0,125.0,12.0,332.0,0.0,0.023076923,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
2779,0.0,0.0,0.0,0.0,4.0,56.0,0.1,0.15,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
2780,3.0,69.0,0.0,0.0,37.0,769.0,0.0,0.004273504,47.93128205,0.0,May,3,2,3,2,New_Visitor,True,True
2781,0.0,0.0,0.0,0.0,13.0,178.83333330000002,0.0,0.038461537999999997,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
2782,0.0,0.0,0.0,0.0,7.0,88.0,0.0,0.057142857000000005,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False
2783,5.0,230.25,2.0,135.0,27.0,517.3928571,0.0,0.011458333000000001,30.269375,0.0,May,2,2,4,2,New_Visitor,True,True
2784,5.0,205.5,1.0,8.0,37.0,1683.6333329999998,0.0,0.017261905,4.744206349,0.0,May,3,2,8,2,Returning_Visitor,True,False
2785,0.0,0.0,1.0,165.0,12.0,833.0,0.016666667,0.02,34.4925,0.8,May,3,2,8,4,Returning_Visitor,False,True
2786,0.0,0.0,0.0,0.0,25.0,319.3333333,0.016666667,0.036666667,10.4445,0.0,May,2,5,5,1,Returning_Visitor,False,True
2787,2.0,25.0,0.0,0.0,20.0,733.5,0.012698413,0.016190476000000002,0.0,0.0,May,3,2,2,2,Returning_Visitor,False,False
2788,0.0,0.0,0.0,0.0,6.0,224.0,0.0,0.016666667,0.0,0.0,May,4,1,3,2,Returning_Visitor,False,False
2789,0.0,0.0,0.0,0.0,11.0,822.0,0.054545455,0.063636364,0.0,0.4,May,2,2,2,4,Returning_Visitor,False,False
2790,0.0,0.0,0.0,0.0,14.0,838.55,0.0,0.016783217,55.23646154,0.0,May,1,1,3,4,Returning_Visitor,False,True
2791,2.0,35.0,0.0,0.0,44.0,2479.0,0.022727273,0.043560605999999995,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
2792,1.0,44.5,0.0,0.0,18.0,519.5,0.0,0.035,20.394000000000002,0.0,May,2,2,7,13,Returning_Visitor,False,False
2793,0.0,0.0,0.0,0.0,38.0,1035.935714,0.037894737000000005,0.05272284,0.0,0.2,May,1,1,1,1,Returning_Visitor,False,False
2794,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,2,6,1,3,Returning_Visitor,False,False
2795,0.0,0.0,0.0,0.0,8.0,149.0,0.0,0.033333333,64.788,0.0,May,2,2,1,2,Returning_Visitor,False,True
2796,3.0,29.0,0.0,0.0,8.0,160.5,0.0,0.025,0.0,0.0,May,2,2,9,3,Returning_Visitor,False,False
2797,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
2798,0.0,0.0,0.0,0.0,10.0,3.0,0.14,0.16,0.0,0.8,May,2,5,2,3,Returning_Visitor,False,False
2799,1.0,20.0,0.0,0.0,20.0,219.5,0.12,0.129761905,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
2800,0.0,0.0,0.0,0.0,7.0,858.5,0.028571429,0.071428571,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,False
2801,0.0,0.0,0.0,0.0,2.0,54.5,0.1,0.12,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
2802,0.0,0.0,1.0,25.0,15.0,412.8333333,0.0,0.006666666999999999,29.848000000000003,0.0,May,2,4,1,4,New_Visitor,False,True
2803,8.0,206.0,0.0,0.0,8.0,107.0,0.0,0.02,0.0,0.0,May,1,1,6,1,Returning_Visitor,False,False
2804,0.0,0.0,0.0,0.0,14.0,342.5,0.0,0.021428571,0.0,0.0,May,2,2,8,4,Returning_Visitor,False,False
2805,0.0,0.0,0.0,0.0,31.0,1138.504762,0.02,0.040555556,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
2806,0.0,0.0,0.0,0.0,16.0,544.8333332999999,0.004761905,0.042857143,0.0,0.0,May,1,1,3,2,Returning_Visitor,True,False
2807,0.0,0.0,0.0,0.0,7.0,176.33333330000002,0.0,0.011111111000000002,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
2808,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
2809,0.0,0.0,0.0,0.0,13.0,687.5,0.0,0.033333333,0.0,0.6,May,2,2,4,6,Returning_Visitor,False,False
2810,1.0,0.0,0.0,0.0,3.0,22.0,0.066666667,0.1,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
2811,1.0,41.33333333,0.0,0.0,44.0,3227.5,0.0,0.004651163,28.53153488,0.6,May,2,2,4,13,Returning_Visitor,False,True
2812,0.0,0.0,0.0,0.0,39.0,440.66666669999995,0.015789473999999998,0.046491227999999996,0.0,0.4,May,2,5,3,3,Returning_Visitor,False,False
2813,0.0,0.0,0.0,0.0,3.0,65.0,0.111111111,0.177777778,0.0,0.0,May,3,2,2,1,Returning_Visitor,False,False
2814,1.0,25.75,3.0,189.5,22.0,2297.801282,0.01474359,0.017435897,18.99561538,0.4,May,3,2,1,13,Returning_Visitor,False,True
2815,0.0,0.0,0.0,0.0,6.0,28.0,0.066666667,0.133333333,0.0,0.8,May,2,2,7,6,Returning_Visitor,False,False
2816,0.0,0.0,0.0,0.0,10.0,22.5,0.1,0.10666666699999999,0.0,0.4,May,2,5,1,4,Returning_Visitor,False,False
2817,0.0,0.0,0.0,0.0,15.0,194.06666669999998,0.0019047620000000002,0.051238095,0.0,0.0,May,2,5,4,2,Returning_Visitor,False,False
2818,3.0,52.0,0.0,0.0,56.0,2145.563492,0.011403509,0.025292397999999997,13.11733918,0.0,May,2,2,1,14,Returning_Visitor,False,True
2819,0.0,0.0,0.0,0.0,33.0,1703.3214289999999,0.0,0.042424242,0.0,0.6,May,2,5,3,1,Returning_Visitor,False,False
2820,0.0,0.0,0.0,0.0,15.0,1999.8333329999998,0.015384615,0.020512821,0.0,0.0,May,2,10,7,4,Returning_Visitor,False,False
2821,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3,3,4,4,Returning_Visitor,False,False
2822,14.0,173.08333330000002,3.0,424.5,115.0,3382.287999,0.005346831999999999,0.021971597000000002,0.0,0.0,May,2,2,2,6,Returning_Visitor,False,False
2823,3.0,62.0,0.0,0.0,13.0,2038.0,0.0,0.021428571,0.0,0.0,May,2,2,8,3,New_Visitor,False,False
2824,3.0,37.0,0.0,0.0,53.0,2409.068434,0.001960784,0.018076564,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
2825,10.0,620.952381,5.0,1307.0,131.0,9487.940434,0.001726619,0.011632486000000001,0.7610762590000001,0.0,May,2,2,2,2,Returning_Visitor,False,False
2826,0.0,0.0,0.0,0.0,159.0,4668.052051,0.005696203,0.016284567,0.0,0.4,May,2,2,2,2,Returning_Visitor,False,False
2827,0.0,0.0,0.0,0.0,12.0,201.66666669999998,0.018181818,0.054545455,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
2828,7.0,65.83333333,0.0,0.0,7.0,156.83333330000002,0.0,0.02,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
2829,0.0,0.0,0.0,0.0,8.0,412.1666667,0.0,0.0125,0.0,0.0,May,3,2,4,6,New_Visitor,False,False
2830,0.0,0.0,0.0,0.0,50.0,2617.2333329999997,0.0,0.001360544,53.22881633,0.0,May,4,1,3,2,New_Visitor,True,True
2831,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
2832,0.0,0.0,0.0,0.0,22.0,465.7051282,0.0,0.010690797,0.0,0.8,May,3,2,1,4,Returning_Visitor,False,False
